1 , 74 , 79 , false
1 , 76 , 81 , false
1 , 94 , 99 , false
1 , 95 , 100 , false
1 , 96 , 101 , false
1 , 97 , 102 , false
1 , 98 , 103 , false
1 , 99 , 104 , false
1 , 100 , 105 , false
1 , 101 , 106 , false
1 , 102 , 107 , false
1 , 103 , 108 , false
1 , 105 , 110 , false
1 , 106 , 111 , false
1 , 107 , 112 , false
1 , 108 , 113 , false
1 , 109 , 114 , false
1 , 110 , 115 , false
1 , 121 , 126 , false
1 , 122 , 127 , false
1 , 123 , 128 , false
1 , 124 , 129 , false
1 , 125 , 130 , false
1 , 126 , 131 , false
1 , 127 , 132 , false
1 , 128 , 133 , false
1 , 129 , 134 , false
1 , 144 , 149 , false
1 , 145 , 150 , false
1 , 147 , 152 , false
1 , 159 , 164 , false
1 , 172 , 177 , false
1 , 173 , 178 , false
1 , 178 , 183 , false
1 , 179 , 184 , false
1 , 180 , 185 , false
1 , 181 , 186 , false
1 , 182 , 187 , false
1 , 193 , 198 , false
1 , 194 , 199 , false
1 , 195 , 200 , false
1 , 196 , 201 , false
1 , 197 , 202 , false
1 , 198 , 203 , false
1 , 199 , 204 , false
1 , 200 , 205 , false
1 , 201 , 206 , false
1 , 212 , 217 , false
1 , 217 , 222 , false
1 , 220 , 225 , false
1 , 227 , 232 , false
1 , 228 , 233 , false
1 , 229 , 234 , false
1 , 230 , 235 , false
1 , 231 , 236 , false
1 , 232 , 237 , false
1 , 233 , 238 , false
1 , 234 , 239 , false
1 , 235 , 240 , false
1 , 236 , 241 , false
1 , 237 , 242 , false
1 , 238 , 243 , false
1 , 239 , 244 , false
1 , 240 , 245 , false
2 , 44 , 49 , false
2 , 45 , 50 , false
2 , 46 , 51 , false
2 , 53 , 58 , false
2 , 54 , 59 , false
2 , 55 , 60 , false
2 , 57 , 62 , false
2 , 58 , 63 , false
2 , 59 , 64 , false
2 , 60 , 65 , false
2 , 61 , 66 , false
2 , 62 , 67 , false
2 , 63 , 68 , false
2 , 64 , 69 , false
2 , 65 , 70 , false
2 , 66 , 71 , false
2 , 67 , 72 , false
2 , 71 , 76 , false
2 , 72 , 77 , false
2 , 73 , 78 , false
2 , 74 , 79 , false
2 , 75 , 80 , false
2 , 76 , 81 , false
2 , 77 , 82 , false
2 , 78 , 83 , false
2 , 82 , 87 , false
2 , 83 , 88 , false
2 , 84 , 89 , false
2 , 85 , 90 , false
2 , 86 , 91 , false
2 , 87 , 92 , false
2 , 88 , 93 , false
2 , 100 , 105 , false
2 , 103 , 108 , false
2 , 104 , 109 , false
2 , 105 , 110 , false
2 , 107 , 112 , false
2 , 108 , 113 , false
2 , 109 , 114 , false
2 , 110 , 115 , false
2 , 111 , 116 , false
2 , 112 , 117 , false
2 , 113 , 118 , false
2 , 114 , 119 , false
2 , 115 , 120 , false
2 , 116 , 121 , false
2 , 123 , 128 , false
2 , 124 , 129 , false
2 , 125 , 130 , false
2 , 126 , 131 , false
2 , 143 , 148 , false
2 , 144 , 149 , false
2 , 145 , 150 , false
2 , 146 , 151 , false
2 , 147 , 152 , false
2 , 148 , 153 , false
2 , 149 , 154 , false
2 , 150 , 155 , false
2 , 151 , 156 , false
2 , 152 , 157 , false
2 , 153 , 158 , false
2 , 154 , 159 , false
2 , 155 , 160 , false
2 , 156 , 161 , false
2 , 157 , 162 , false
2 , 158 , 163 , false
2 , 159 , 164 , false
2 , 160 , 165 , false
2 , 164 , 169 , false
2 , 165 , 170 , false
2 , 166 , 171 , false
2 , 167 , 172 , false
2 , 168 , 173 , false
2 , 169 , 174 , false
2 , 170 , 175 , false
2 , 176 , 181 , false
2 , 177 , 182 , false
2 , 182 , 187 , false
2 , 183 , 188 , false
2 , 184 , 189 , false
2 , 185 , 190 , false
2 , 186 , 191 , false
2 , 187 , 192 , false
2 , 188 , 193 , false
2 , 189 , 194 , false
2 , 190 , 195 , false
2 , 191 , 196 , false
2 , 198 , 203 , false
2 , 199 , 204 , false
2 , 200 , 205 , false
3 , 27 , 32 , false
3 , 42 , 47 , false
3 , 56 , 61 , false
3 , 57 , 62 , false
3 , 58 , 63 , false
3 , 59 , 64 , false
3 , 60 , 65 , false
3 , 61 , 66 , false
3 , 64 , 69 , false
3 , 65 , 70 , false
3 , 66 , 71 , false
3 , 67 , 72 , false
3 , 74 , 79 , false
3 , 75 , 80 , false
3 , 76 , 81 , false
3 , 78 , 83 , false
3 , 102 , 107 , false
3 , 103 , 108 , false
3 , 104 , 109 , false
3 , 105 , 110 , false
3 , 106 , 111 , false
3 , 107 , 112 , false
3 , 108 , 113 , false
3 , 109 , 114 , false
3 , 110 , 115 , false
3 , 111 , 116 , false
3 , 112 , 117 , false
3 , 113 , 118 , false
3 , 114 , 119 , false
3 , 115 , 120 , false
3 , 116 , 121 , false
3 , 117 , 122 , false
3 , 118 , 123 , false
3 , 119 , 124 , false
3 , 120 , 125 , false
3 , 123 , 128 , false
3 , 124 , 129 , false
3 , 125 , 130 , false
3 , 126 , 131 , false
3 , 127 , 132 , false
3 , 128 , 133 , false
3 , 129 , 134 , false
3 , 130 , 135 , false
3 , 131 , 136 , false
3 , 132 , 137 , false
3 , 133 , 138 , false
3 , 134 , 139 , false
3 , 135 , 140 , false
3 , 136 , 141 , false
3 , 137 , 142 , false
3 , 143 , 148 , false
3 , 144 , 149 , false
3 , 145 , 150 , false
3 , 151 , 156 , false
3 , 161 , 166 , false
3 , 162 , 167 , false
3 , 163 , 168 , false
3 , 164 , 169 , false
3 , 165 , 170 , false
3 , 166 , 171 , false
3 , 167 , 172 , false
3 , 168 , 173 , false
3 , 169 , 174 , false
3 , 182 , 187 , false
3 , 183 , 188 , false
3 , 184 , 189 , false
4 , 32 , 37 , false
4 , 33 , 38 , false
4 , 34 , 39 , false
4 , 35 , 40 , false
4 , 36 , 41 , false
4 , 48 , 53 , false
4 , 49 , 54 , false
4 , 50 , 55 , false
4 , 51 , 56 , false
4 , 52 , 57 , false
4 , 53 , 58 , false
4 , 54 , 59 , false
4 , 61 , 66 , false
4 , 62 , 67 , false
4 , 63 , 68 , false
4 , 64 , 69 , false
4 , 65 , 70 , false
4 , 71 , 76 , false
4 , 72 , 77 , false
4 , 73 , 78 , false
4 , 74 , 79 , false
4 , 75 , 80 , false
4 , 76 , 81 , false
4 , 77 , 82 , false
4 , 78 , 83 , false
4 , 79 , 84 , false
4 , 80 , 85 , false
4 , 81 , 86 , false
4 , 82 , 87 , false
4 , 83 , 88 , false
4 , 84 , 89 , false
4 , 85 , 90 , false
4 , 86 , 91 , false
4 , 87 , 92 , false
4 , 88 , 93 , false
4 , 89 , 94 , false
4 , 90 , 95 , false
4 , 95 , 100 , false
4 , 96 , 101 , false
4 , 97 , 102 , false
4 , 98 , 103 , false
4 , 99 , 104 , false
4 , 100 , 105 , false
4 , 101 , 106 , false
4 , 102 , 107 , false
4 , 103 , 108 , false
4 , 104 , 109 , false
4 , 105 , 110 , false
4 , 106 , 111 , false
4 , 107 , 112 , false
4 , 108 , 113 , false
4 , 109 , 114 , false
4 , 110 , 115 , false
4 , 111 , 116 , false
4 , 112 , 117 , false
4 , 113 , 118 , false
4 , 114 , 119 , false
4 , 117 , 122 , false
4 , 121 , 126 , false
4 , 122 , 127 , false
4 , 123 , 128 , false
4 , 124 , 129 , false
4 , 125 , 130 , false
4 , 126 , 131 , false
4 , 127 , 132 , false
4 , 128 , 133 , false
4 , 129 , 134 , false
4 , 130 , 135 , false
4 , 131 , 136 , false
4 , 132 , 137 , false
4 , 146 , 151 , false
4 , 147 , 152 , false
